"",ps,smoothed.percent.open,celltype,gene,peak,avg.open
"790",0.898989898989899,3.43558935964429,alpha,RFX8,2:102090308-102091794,4.28025377423377
"791",0.909090909090909,3.27448347410125,alpha,RFX8,2:102090308-102091794,4.28025377423377
"792",0.919191919191919,3.11390409105853,alpha,RFX8,2:102090308-102091794,4.28025377423377
"793",0.929292929292929,2.95420207251351,alpha,RFX8,2:102090308-102091794,4.28025377423377
"794",0.939393939393939,2.79571589369529,alpha,RFX8,2:102090308-102091794,4.28025377423377
"795",0.94949494949495,2.63877033273745,alpha,RFX8,2:102090308-102091794,4.28025377423377
"796",0.95959595959596,2.48367526986697,alpha,RFX8,2:102090308-102091794,4.28025377423377
"797",0.96969696969697,2.33072460295166,alpha,RFX8,2:102090308-102091794,4.28025377423377
"798",0.97979797979798,2.18019528513525,alpha,RFX8,2:102090308-102091794,4.28025377423377
"799",0.98989898989899,2.03234648913199,alpha,RFX8,2:102090308-102091794,4.28025377423377
"800",1,1.88741890156609,alpha,RFX8,2:102090308-102091794,4.28025377423377
"801",0,14.1138409522478,beta,RFX1,19:14116444-14118003,9.27068859961603
"802",0.0101010101010101,13.7246578982757,beta,RFX1,19:14116444-14118003,9.27068859961603
"803",0.0202020202020202,13.3541050053437,beta,RFX1,19:14116444-14118003,9.27068859961603
"804",0.0303030303030303,13.000548185046,beta,RFX1,19:14116444-14118003,9.27068859961603
"805",0.0404040404040404,12.6624773577288,beta,RFX1,19:14116444-14118003,9.27068859961603
"806",0.0505050505050505,12.338495278806,beta,RFX1,19:14116444-14118003,9.27068859961603
"807",0.0606060606060606,12.0273076604983,beta,RFX1,19:14116444-14118003,9.27068859961603
"808",0.0707070707070707,11.727714446987,beta,RFX1,19:14116444-14118003,9.27068859961603
"809",0.0808080808080808,11.438602117961,beta,RFX1,19:14116444-14118003,9.27068859961603
"810",0.0909090909090909,11.158936910141,beta,RFX1,19:14116444-14118003,9.27068859961603
"811",0.101010101010101,10.8877588589003,beta,RFX1,19:14116444-14118003,9.27068859961603
"812",0.111111111111111,10.6242919595565,beta,RFX1,19:14116444-14118003,9.27068859961603
"813",0.121212121212121,10.3688463776316,beta,RFX1,19:14116444-14118003,9.27068859961603
"814",0.131313131313131,10.1220869839869,beta,RFX1,19:14116444-14118003,9.27068859961603
